account_id,in_degree,out_degree,total_in,ratio,avg_retention_hours,probabilidade_fraude,predicao_classe,is_fraud_real,role
acc037121,2,3,3475.3900000000003,5.057101340852851,798.4647222222934,0.0012492988,0,0,Honest
acc022093,1,3,3072.14,1.9613202480347636,278.20842592597336,0.0018110806,0,0,Honest
acc030201,4,2,14559.09,0.47132927172696115,472.7159722222222,0.005628773,0,0,Honest
acc035523,6,6,135516.58000000002,0.8452009455078524,382.3833333333333,0.99259865,1,1,Mule
acc025279,4,2,11446.98,1.1213908634496927,-567.6992361111467,0.0058403346,0,0,Honest
acc031154,1,4,9999.11,0.23963808815175736,-164.40118055551997,0.006565496,0,0,Honest
acc038920,2,3,7389.379999999999,2.351129118912387,-108.79916666666666,0.0028414798,0,0,Honest
acc001255,2,1,11221.689999999999,0.8488375201618293,-305.06708333333336,0.008154783,0,0,Honest
acc005102,2,2,10211.42,0.3541629331053535,64.35458333333334,0.004789218,0,0,Honest
acc008553,2,2,2078.05,8.177372164422584,1367.1102777777778,0.0012071852,0,0,Honest
acc021528,7,7,151594.86000000002,0.799737616451005,116.71456349205334,0.99259865,1,1,Mule
acc012409,18,1,330253.79000000004,0.007273951124862151,-207.59842592590223,0.99259865,1,1,Boss
acc020438,0,4,0.0,0.0,9999.0,0.0031904017,0,0,Honest
acc017517,1,2,2466.95,0.37698625028375005,-45.091944444444444,0.0023864633,0,0,Honest
acc043132,2,3,1418.8200000000002,2.1716555189839513,-427.48745370368,0.0011412215,0,0,Honest
acc007369,3,3,3541.29,1.2172168412729787,760.2735185184712,0.0035558275,0,0,Honest
acc001221,2,4,1532.12,3.7492640963886883,-71.95111111111112,0.0021985946,0,0,Honest
acc043518,2,0,1767.72,0.0,0.0,0.0029633767,0,0,Honest
acc026685,0,1,0.0,0.0,9999.0,0.0023856927,0,0,Honest
acc027341,2,3,4118.97,1.237095106069949,554.5766666667378,0.005145986,0,0,Honest
acc012396,0,3,0.0,0.0,9999.0,0.0023856927,0,0,Honest
acc041013,2,2,6886.47,1.0602949547519196,-9.387361111111112,0.0053675175,0,0,Honest
acc032827,4,2,14721.34,0.284921559503714,-178.87548611107553,0.0040127127,0,0,Honest
acc028262,1,3,2388.39,1.817584994138335,-1273.7670370370133,0.0014029599,0,0,Honest
acc021796,2,4,3003.0299999999997,6.896428286003516,-842.9196527778133,0.0014235392,0,0,Honest
acc004118,5,8,104502.2,0.8602999879141313,5.406548611128889,0.99259865,1,1,Mule
acc022830,20,3,394383.86,0.007811247452894055,-214.3581388888889,0.99259865,1,1,Boss
acc034691,1,1,1780.46,1.2470752104781322,1514.1966666666667,0.0028396742,0,0,Honest
acc029229,3,3,20161.51,1.5398809216765406,-523.2491666665956,0.017030193,0,0,Honest
acc023738,1,2,1616.37,0.9793984087900123,-147.15152777777777,0.003334396,0,0,Honest
acc017721,1,1,955.97,0.5917906232347957,57.62638888888889,0.0034986904,0,0,Honest
acc041414,2,2,11679.6,3.4745458110330736,-460.06111111111113,0.0039124684,0,0,Honest
acc008466,14,16,345670.78,0.8619822056703141,-47.480059523840005,0.99259865,1,1,Mule
acc030541,14,0,205601.62,0.0,0.0,0.99259865,1,1,Boss
acc021801,3,1,18925.88,0.07747640929964192,-199.9550925925689,0.0030806886,0,0,Honest
acc041802,7,7,80444.19,0.9675729263265718,-123.71103174606222,0.99259865,1,1,Mule
acc011626,3,3,4534.71,2.059507532989909,137.78287037034667,0.002200977,0,0,Honest
acc041090,5,4,16814.91,0.375798398089316,118.27240277774223,0.017252225,0,0,Honest
acc037605,1,5,101.74,80.66339066339066,70.69744444444444,0.003309724,0,0,Honest
acc007931,6,2,11096.12,0.5189412885393375,-296.50444444451557,0.008295716,0,0,Honest
acc020289,3,3,18045.43,0.9821051744928357,-616.3681481481956,0.021034338,0,0,Honest
acc013543,7,7,126788.93,0.9125332225350256,-89.36484126976,0.99259865,1,1,Mule
acc007767,1,4,963.62,91.04023328455943,-439.1118750000356,0.0023393978,0,0,Honest
acc025908,6,2,7631.12,0.04250091401928679,655.4843518518045,0.0039937007,0,0,Honest
acc023830,1,4,138.54,102.97675929267413,-989.5127777777777,0.002136697,0,0,Honest
acc020419,1,3,156.34,33.9974416373521,-498.9744444445156,0.0014662651,0,0,Honest
acc008821,5,3,12524.18,1.1621286486391535,470.82359259256884,0.0051892255,0,0,Honest
acc017919,2,1,16069.77,0.09600629255658757,1242.8608333333334,0.043551274,0,0,Honest
acc019865,8,4,50106.509999999995,0.8143119897370643,119.46121527779556,0.95610726,1,1,Mule
acc019807,0,2,0.0,0.0,9999.0,0.0023856927,0,0,Honest
acc012600,3,2,12320.48,0.18997458704970338,794.5905555554845,0.0032300088,0,0,Honest
acc009571,5,7,96043.7,1.0965865437726219,-108.26856349205333,0.9922396,1,1,Mule
acc022774,2,4,5158.48,2.702137641053874,239.5990277777778,0.002536888,0,0,Honest
acc013983,0,3,0.0,0.0,9999.0,0.0023856927,0,0,Honest
acc037729,3,1,3651.55,1.6393185378304065,180.0050925925689,0.0020630145,0,0,Honest
acc026119,4,4,15618.369999999999,2.4007886861505483,4.783958333297778,0.005128223,0,0,Honest
acc020338,1,2,1600.62,0.9765154970230472,184.11305555555555,0.002312732,0,0,Honest
acc000676,1,5,1572.97,21.223346768553956,398.12600000000003,0.0014545663,0,0,Honest
acc040759,5,1,13079.119999999999,0.583591569164004,198.46344444444446,0.0056416253,0,0,Honest
acc027187,4,7,25541.479999999996,3.0551459605528115,-246.9999206349511,0.007042953,0,0,Honest
acc023442,16,4,269702.87,0.01829390920853348,-714.7244270833778,0.9920724,1,1,Boss
acc017588,2,1,2729.6400000000003,0.10002747605004303,-1181.4830555555557,0.0026682978,0,0,Honest
acc014181,4,1,4420.75,0.5609465340801129,-608.9231944444444,0.004567985,0,0,Honest
acc039694,3,4,3539.88,7.244281601970682,366.5753009259378,0.0012766655,0,0,Honest
acc034016,3,3,15924.359999999999,2.2338083076441957,-277.86861111118225,0.007993446,0,0,Honest
acc029826,1,2,2414.77,0.937377318016548,-33.70430555555556,0.0018228847,0,0,Honest
acc031683,3,2,15994.890000000001,1.7367167034492244,-87.82416666659556,0.009204237,0,0,Honest
acc021379,2,2,1374.93,1.3099189782826886,-81.87513888888888,0.0019989174,0,0,Honest
acc007714,4,2,13219.59,0.8200346455263395,-408.17125,0.0050224676,0,0,Honest
acc040851,1,2,1566.05,7.944382718414365,913.0969444444445,0.0012071852,0,0,Honest
acc009675,3,4,14524.69,1.1301018265437495,421.09962962965335,0.009150887,0,1,Mule
acc024434,18,2,310024.73,0.00832033598350893,-415.00870370368,0.9920724,1,1,Boss
acc002590,1,1,1339.28,14.04650971783557,-199.19166666666666,0.0010607606,0,0,Honest
acc027776,7,7,79865.38,0.8992747672051685,44.59849206343111,0.99259865,1,1,Mule
acc039361,23,2,462146.64,0.018656480578188764,-1191.0711714975998,0.9920724,1,1,Boss
acc027143,1,2,2881.48,1.4438641119698488,246.3136111111111,0.0024159946,0,0,Honest
acc026139,1,3,1400.08,5.509510102921956,355.51222222229336,0.0011154547,0,0,Honest
acc026888,1,2,482.56,5.839090701867087,-318.9579166666667,0.0011605655,0,0,Honest
acc006382,2,3,1546.6,1.3586489160163198,-524.5989351851377,0.0018495683,0,0,Honest
acc001039,2,2,3274.59,12.61377267452513,131.17819444444444,0.0010607606,0,0,Honest
acc021978,7,8,159866.72999999998,0.8728562301326718,259.1576636904533,0.99259865,1,1,Mule
acc044827,22,0,543752.51,0.0,0.0,0.99259865,1,1,Boss
acc008853,3,2,5528.9,0.4430475446335716,-448.62041666659553,0.0030286354,0,0,Honest
acc008722,3,3,4803.21,2.9742360333276423,-247.08842592597335,0.0027483474,0,0,Honest
acc022868,2,2,2841.02,2.9925027190842757,-350.0763888888889,0.0013907102,0,0,Honest
acc009640,6,3,13954.42,0.6883935782400283,-235.0689351852089,0.0078965295,0,0,Honest
acc036457,1,2,1187.54,7.864266767715045,1193.7519444444445,0.0012071852,0,0,Honest
acc001199,5,8,86689.74,0.9448096228216138,-284.6344513888711,0.99259865,1,1,Mule
acc001828,4,4,4661.8,1.0496523882354707,0.2954861111466667,0.004573999,0,0,Honest
acc004238,1,1,1175.88,1.357533442753999,177.92805555555555,0.0023587886,0,0,Honest
acc042602,1,3,2310.81,0.3133086956145437,438.3789814814578,0.0026878996,0,0,Honest
acc039414,3,4,1351.9299999999998,2.630479163276477,-996.5184259259022,0.0018418563,0,0,Honest
acc032611,2,4,2025.01,2.5110616191445025,478.6218750000356,0.001462332,0,0,Honest
acc002298,10,10,155811.52,0.9856671711008806,-206.2505277777778,0.99259865,1,1,Mule
acc013291,4,3,14356.09,0.1566887943104325,288.46287037034665,0.0019895989,0,0,Honest
acc003189,4,1,4147.21,0.5547716301522466,303.75965277781336,0.0040050494,0,0,Honest
acc017195,0,4,0.0,0.0,9999.0,0.0031904017,0,0,Honest
acc031572,3,4,9637.359999999999,1.4095837349816394,591.25865740736,0.005857958,0,0,Honest
acc043538,3,7,4398.36,5.822359192155275,-447.4744444443733,0.0023315893,0,0,Honest
acc034007,3,4,18319.67,0.986992130866915,27.298171296355555,0.029676896,0,0,Honest
acc012964,3,0,13129.64,0.0,0.0,0.0020571728,0,0,Honest
acc031647,3,1,2745.74,0.8399089501957571,-1580.3082407407644,0.0026062252,0,0,Honest
acc028109,3,1,21088.83,0.027210600488220313,140.61166666666668,0.0027884117,0,0,Honest
acc042868,0,3,0.0,0.0,9999.0,0.0023856927,0,0,Honest
acc036452,1,2,7007.54,1.082462486889141,374.68666666666667,0.0067043873,0,0,Honest
acc040528,1,2,6591.87,0.42683119231539407,-1022.5106944444444,0.0033141405,0,0,Honest
acc038007,3,2,14614.14,0.12172107170105685,713.5897685185423,0.0032300088,0,0,Honest
acc027633,4,0,8666.140000000001,0.0,0.0,0.0028155232,0,0,Honest
acc027405,2,3,8577.31,1.696261769410492,643.9578703704177,0.003908761,0,0,Honest
acc017351,5,3,5753.01,0.6579952790012897,-591.1111111111823,0.0060374043,0,0,Honest
acc039170,1,3,1389.4,1.0624581656962309,425.76074074069334,0.0022250526,0,0,Honest
acc012921,2,1,1942.86,0.7106600029852744,-586.6052777777778,0.0063330433,0,0,Honest
acc025592,4,3,13361.419999999998,1.7623106209440158,-436.5204398148267,0.0038522168,0,0,Honest
acc000244,2,4,21684.23,0.6759111686644309,-15.71263888888889,0.06716092,0,0,Honest
acc038653,3,1,18595.54,0.04696876403225503,-73.98194444444445,0.0027043046,0,0,Honest
acc002960,4,2,5411.8,0.41858823572889664,127.10659722225778,0.0027238387,0,0,Honest
acc030510,3,2,29448.22,0.501705535443047,662.3741666667378,0.10208674,0,0,Honest
acc020415,2,3,6633.46,0.867040930312491,-732.0540740740978,0.0038635323,0,0,Honest
acc000693,3,2,3969.09,0.5061424504295683,-362.0066203703467,0.0078348555,0,0,Honest
acc041249,6,6,168873.36,0.8468142135139484,184.3224074074311,0.99259865,1,1,Mule
acc023429,1,1,2000.35,0.326306264872323,1439.9452777777778,0.0026878996,0,0,Honest
acc003318,1,1,652.73,2.055504488770414,-170.47083333333333,0.0011976406,0,0,Honest
acc022807,2,4,4424.860000000001,0.9646272093869424,554.9759027778133,0.0038831763,0,0,Honest
acc041243,5,0,6426.55,0.0,0.0,0.0026949944,0,0,Honest
acc009099,2,5,4291.57,2.3175800054991402,561.4670833333333,0.002911464,0,0,Honest
acc039207,8,6,145889.32,0.7678448451302093,-135.28241898154667,0.99259865,1,1,Mule
acc020500,1,3,1022.01,16.555879532690167,-725.8341666665955,0.0010410447,0,0,Honest
acc024913,10,9,160007.02,0.897597561807128,126.47857098766222,0.99259865,1,1,Mule
acc007651,18,2,375278.21,0.003955438714242462,134.58876543210667,0.99259865,1,1,Boss
acc035837,0,1,0.0,0.0,9999.0,0.0023856927,0,0,Honest
acc025195,2,1,2947.49,0.4932417302798982,269.5443055555556,0.002511134,0,0,Honest
acc005972,4,2,10770.69,1.334211332596767,-613.8226388888888,0.0052075866,0,0,Honest
acc040548,5,3,24558.0,0.5282431271914948,667.9666296296533,0.015810465,0,0,Honest
acc008517,6,1,30553.92,0.3916000331217621,-334.3651851852089,0.046940997,0,0,Honest
acc004947,2,4,1151.3600000000001,7.7398143081720026,251.16687500003556,0.0014545663,0,0,Honest
acc044956,4,1,7768.15,0.08761534262940002,652.8425694444089,0.0031664171,0,0,Honest
acc020351,3,1,3251.41,0.5486618154529406,-298.7858333332622,0.0029202434,0,0,Honest
acc022536,2,2,1938.6000000000001,0.4986820453830321,-75.05541666666667,0.0026878996,0,0,Honest
acc031635,2,5,58007.54,0.8557079207792779,21.461111111111112,0.97788244,1,1,Mule
acc020034,1,1,213.72,3.2868572498011512,110.0663888888889,0.0014828474,0,0,Honest
acc038283,1,1,2329.77,0.2773180300285864,660.5569444444444,0.0028387844,0,0,Honest
acc036034,2,2,2967.84,4.371855046582542,128.2434722222222,0.0010607606,0,0,Honest
acc001121,0,3,0.0,0.0,9999.0,0.0023856927,0,0,Honest
acc033863,4,1,3322.81,0.5862731053743506,36.48229166663111,0.0035167495,0,0,Honest
acc041390,2,4,11227.240000000002,1.0125596205660334,693.2508333333334,0.013195455,0,0,Honest
acc020710,3,2,15176.470000000001,0.16336923977101409,-630.6567129629867,0.0017009904,0,0,Honest
acc019043,1,1,1710.79,1.4122924947393034,-793.2941666666667,0.0019792384,0,0,Honest
acc029511,4,1,14800.559999999998,0.6740112036225633,-1017.4677083333689,0.00952774,0,0,Honest
acc028787,0,3,0.0,0.0,9999.0,0.0023856927,0,0,Honest
acc025826,4,2,10120.9,2.1069765465753574,-747.2231944444444,0.00247567,0,0,Honest
acc023275,2,3,6454.5,1.106441852286231,-353.8590277777778,0.005240559,0,0,Honest
acc009245,3,2,10092.800000000001,1.6245961233789201,73.30865740743111,0.0032885612,0,0,Honest
acc041727,2,0,3860.98,0.0,0.0,0.0023020545,0,0,Honest
acc021465,4,3,14318.66,0.39031488259733627,336.1299999999289,0.004823359,0,0,Honest
acc004044,6,3,28055.4,0.4862338493716542,-91.52217592597333,0.021999959,0,0,Honest
acc006451,2,3,1943.08,2.3812175452500917,194.9623148147911,0.0012492667,0,0,Honest
acc015338,3,4,15957.3,1.8649521755233183,129.23002314816,0.014762337,0,0,Honest
acc011869,1,3,1629.77,16.934899188847577,396.5309259259733,0.0011154547,0,0,Honest
acc012536,2,3,1681.27,2.7407213551579748,94.01314814812444,0.0011418484,0,0,Honest
acc002690,3,4,17327.88,0.6426829810207706,369.60090277767114,0.029650193,0,0,Honest
acc007426,4,4,5204.39,1.6919491199754053,-519.40256944448,0.006831023,0,0,Honest
acc031828,3,7,11829.12,1.4959553238488372,-262.15443121699553,0.028173447,0,0,Honest
acc032949,2,9,6814.73,14.065552023995046,-384.1462962962489,0.0052349116,0,0,Honest
acc040392,2,1,6191.59,0.3399056786614122,-252.395,0.0035374018,0,0,Honest
acc024536,1,4,132.93,356.894087558297,1357.3153472221868,0.00313172,0,0,Honest
acc007294,2,7,3970.1099999999997,3.602543499944586,312.81315476188445,0.0015086663,0,0,Honest
acc032572,6,4,76298.45999999999,0.8792518382085515,111.21678240739556,0.99259865,1,1,Mule
acc036109,3,3,3060.7400000000002,1.0495434125622805,442.7239814815289,0.002992032,0,0,Honest
acc043859,4,4,52532.61,0.8459225905732476,45.536944444444444,0.979322,1,1,Mule
acc011294,4,5,4482.429999999999,2.006909183391189,-2.3603472221866664,0.007073149,0,0,Honest
acc040535,1,2,734.07,3.405732345248474,810.8373611111111,0.0012071852,0,0,Honest
acc009378,7,4,25431.96,1.0315901599443535,-173.46039682538665,0.05677174,0,0,Honest
acc008545,1,4,824.64,25.703813739162072,207.47687500003556,0.0015001755,0,0,Honest
acc010288,5,2,3808.75,0.6888619918293618,548.3533333333334,0.0033863378,0,0,Honest
acc019474,1,2,522.34,5.180243131999617,44.15819444444445,0.0010607606,0,0,Honest
acc032995,1,2,1096.76,2.4675091404761256,462.25458333333336,0.0013950724,0,0,Honest
acc017656,4,2,16876.5,0.4144061775805543,532.8279861111466,0.016355326,0,0,Honest
acc017687,2,4,3848.0199999999995,10.46545375165994,390.30361111111114,0.0012766655,0,0,Honest
acc014157,0,4,0.0,0.0,9999.0,0.0031904017,0,0,Honest
acc042053,5,0,24968.08,0.0,0.0,0.004360407,0,0,Honest
acc041867,1,4,11920.38,2.2805780683350125,188.31923611107553,0.00850061,0,0,Honest
acc009521,4,4,19292.43,0.6933679721175755,606.6191666666666,0.027454905,0,0,Honest
acc025428,1,1,9560.38,0.09152869286713199,8.4,0.002824922,0,0,Honest
