account_id,is_fraud,role
acc034664,1,Mule
acc043372,1,Mule
acc028963,1,Mule
acc039945,1,Mule
acc032891,1,Mule
acc036358,1,Mule
acc021387,1,Mule
acc003149,1,Mule
acc018943,1,Mule
acc032237,1,Mule
acc036814,1,Mule
acc030843,1,Mule
acc002143,1,Mule
acc007961,1,Mule
acc039135,1,Mule
acc000024,1,Mule
acc012655,1,Mule
acc004542,1,Mule
acc034584,1,Mule
acc001731,1,Mule
acc015616,1,Mule
acc019709,1,Mule
acc039605,1,Mule
acc024603,1,Mule
acc011036,1,Mule
acc031843,1,Mule
acc030734,1,Mule
acc015457,1,Mule
acc002326,1,Mule
acc035218,1,Mule
acc038174,1,Mule
acc037482,1,Mule
acc017165,1,Mule
acc006075,1,Mule
acc036091,1,Mule
acc031185,1,Mule
acc003078,1,Mule
acc037406,1,Mule
acc022182,1,Mule
acc003912,1,Mule
acc008714,1,Mule
acc010121,1,Mule
acc006439,1,Mule
acc003685,1,Mule
acc028289,1,Mule
acc031491,1,Mule
acc041053,1,Mule
acc000511,1,Mule
acc014476,1,Mule
acc003071,1,Mule
acc003474,1,Mule
acc010412,1,Mule
acc015426,1,Mule
acc020496,1,Mule
acc041830,1,Mule
acc008445,1,Mule
acc028394,1,Mule
acc004898,1,Mule
acc018344,1,Mule
acc009697,1,Mule
acc014152,1,Mule
acc017189,1,Mule
acc030494,1,Mule
acc011103,1,Mule
acc013791,1,Mule
acc019058,1,Mule
acc029465,1,Mule
acc019492,1,Mule
acc029231,1,Mule
acc020588,1,Mule
acc020106,1,Mule
acc015252,1,Mule
acc032091,1,Mule
acc031568,1,Mule
acc019322,1,Mule
acc039230,1,Mule
acc037962,1,Mule
acc039646,1,Mule
acc013027,1,Mule
acc015254,1,Mule
acc042123,1,Mule
acc026646,1,Mule
acc020993,1,Mule
acc026952,1,Mule
acc016736,1,Mule
acc003495,1,Mule
acc010890,1,Mule
acc001685,1,Mule
acc040447,1,Mule
acc033005,1,Mule
acc008317,1,Mule
acc037781,1,Mule
acc005518,1,Mule
acc001248,1,Mule
acc025909,1,Mule
acc032770,1,Mule
acc021875,1,Mule
acc038803,1,Mule
acc025461,1,Mule
acc033703,1,Mule
acc011281,1,Mule
acc005033,1,Mule
acc024377,1,Mule
acc002119,1,Mule
acc004658,1,Mule
acc037766,1,Mule
acc010752,1,Mule
acc038711,1,Mule
acc021574,1,Mule
acc022339,1,Mule
acc011423,1,Mule
acc016796,1,Mule
acc013162,1,Mule
acc001757,1,Mule
acc039236,1,Mule
acc041472,1,Mule
acc011001,1,Mule
acc002501,1,Mule
acc018148,1,Mule
acc042552,1,Mule
acc035552,1,Mule
acc023798,1,Mule
acc006475,1,Mule
acc021016,1,Mule
acc041802,1,Mule
acc006193,1,Mule
acc000177,1,Mule
acc011017,1,Mule
acc043386,1,Mule
acc026543,1,Mule
acc038353,1,Mule
acc000413,1,Mule
acc000598,1,Mule
acc000756,1,Mule
acc028918,1,Mule
acc023344,1,Mule
acc036267,1,Mule
acc023867,1,Mule
acc007411,1,Mule
acc025926,1,Mule
acc023760,1,Mule
acc044338,1,Mule
acc033752,1,Mule
acc028922,1,Mule
acc041249,1,Mule
acc000773,1,Mule
acc033861,1,Mule
acc036805,1,Mule
acc028026,1,Mule
acc004555,1,Mule
acc026226,1,Mule
acc010797,1,Mule
acc043859,1,Mule
acc022057,1,Mule
acc005460,1,Mule
acc002271,1,Mule
acc006253,1,Mule
acc014922,1,Mule
acc041346,1,Mule
acc003732,1,Mule
acc017577,1,Mule
acc031247,1,Mule
acc006907,1,Mule
acc032354,1,Mule
acc020813,1,Mule
acc032785,1,Mule
acc001812,1,Mule
acc013559,1,Mule
acc006655,1,Mule
acc000008,1,Mule
acc013919,1,Mule
acc041083,1,Mule
acc033601,1,Mule
acc010673,1,Mule
acc035781,1,Mule
acc038502,1,Mule
acc040591,1,Mule
acc016568,1,Mule
acc002370,1,Mule
acc022752,1,Mule
acc030017,1,Mule
acc040266,1,Mule
acc018503,1,Mule
acc025044,1,Mule
acc043461,1,Mule
acc032359,1,Mule
acc023679,1,Mule
acc028550,1,Mule
acc023932,1,Mule
acc009266,1,Mule
acc044256,1,Mule
acc023697,1,Mule
acc013543,1,Mule
acc005257,1,Mule
acc044747,1,Mule
acc014240,1,Mule
acc021741,1,Mule
acc023370,1,Mule
acc020929,1,Mule
acc029963,1,Mule
acc016913,1,Mule
acc031151,1,Mule
acc037953,1,Mule
acc044494,1,Mule
acc027998,1,Mule
acc000594,1,Mule
acc026497,1,Mule
acc009977,1,Mule
acc007193,1,Mule
acc026613,1,Mule
acc005961,1,Mule
acc016743,1,Mule
acc024022,1,Mule
acc043084,1,Mule
acc033656,1,Mule
acc031829,1,Mule
acc010627,1,Mule
acc001826,1,Mule
acc002805,1,Mule
acc010775,1,Mule
acc035174,1,Mule
acc023445,1,Mule
acc043777,1,Mule
acc000181,1,Mule
acc014234,1,Mule
acc010111,1,Mule
acc032682,1,Mule
acc002900,1,Mule
acc036538,1,Mule
acc017861,1,Mule
acc015588,1,Mule
acc002323,1,Mule
acc009101,1,Mule
acc034088,1,Mule
acc034069,1,Mule
acc026832,1,Mule
acc026762,1,Mule
acc022884,1,Mule
acc018351,1,Mule
acc003279,1,Mule
acc024979,1,Mule
acc037694,1,Mule
acc005944,1,Mule
acc040790,1,Mule
acc008851,1,Mule
acc044780,1,Mule
acc000168,1,Mule
acc021836,1,Mule
acc006010,1,Mule
acc039698,1,Mule
acc000128,1,Mule
acc024530,1,Mule
acc027217,1,Mule
acc007734,1,Mule
acc023216,1,Mule
acc032908,1,Mule
acc017776,1,Mule
acc011025,1,Mule
acc043129,1,Mule
acc030593,1,Mule
acc003420,1,Mule
acc039803,1,Mule
acc023938,1,Mule
acc024913,1,Mule
acc018257,1,Mule
acc011450,1,Mule
acc039616,1,Mule
acc039367,1,Mule
acc014909,1,Mule
acc006228,1,Mule
acc004808,1,Mule
acc032216,1,Mule
acc010574,1,Mule
acc013682,1,Mule
acc025759,1,Mule
acc034153,1,Mule
acc004217,1,Mule
acc004609,1,Mule
acc038601,1,Mule
acc043081,1,Mule
acc033385,1,Mule
acc043811,1,Mule
acc027527,1,Mule
acc024161,1,Mule
acc000828,1,Mule
acc043740,1,Mule
acc022693,1,Mule
acc012537,1,Mule
acc042809,1,Mule
acc034593,1,Mule
acc021730,1,Mule
acc041888,1,Mule
acc044678,1,Mule
acc037443,1,Mule
acc006137,1,Mule
acc022649,1,Mule
acc018254,1,Mule
acc034881,1,Mule
acc015675,1,Mule
acc036237,1,Mule
acc011601,1,Mule
acc024838,1,Mule
acc036229,1,Mule
acc020464,1,Mule
acc009442,1,Mule
acc015812,1,Mule
acc005013,1,Mule
acc031755,1,Mule
acc031551,1,Mule
acc003549,1,Mule
acc003237,1,Mule
acc022407,1,Mule
acc019061,1,Mule
acc044341,1,Mule
acc033968,1,Mule
acc000743,1,Mule
acc044228,1,Mule
acc000951,1,Mule
acc031763,1,Mule
acc037163,1,Mule
acc032224,1,Mule
acc023337,1,Mule
acc001807,1,Mule
acc015153,1,Mule
acc040208,1,Mule
acc026583,1,Mule
acc000789,1,Mule
acc037784,1,Mule
acc020099,1,Mule
acc005196,1,Mule
acc008632,1,Mule
acc029043,1,Mule
acc015268,1,Mule
acc009595,1,Mule
acc022992,1,Mule
acc044096,1,Mule
acc007024,1,Mule
acc005374,1,Mule
acc036698,1,Mule
acc037099,1,Mule
acc008868,1,Mule
acc001595,1,Mule
acc034403,1,Mule
acc012254,1,Mule
acc044050,1,Mule
acc038062,1,Mule
acc030257,1,Mule
acc004819,1,Mule
acc034262,1,Mule
acc012935,1,Mule
acc004677,1,Mule
acc032998,1,Mule
acc030688,1,Mule
acc013879,1,Mule
acc008494,1,Mule
acc031820,1,Mule
acc005097,1,Mule
acc028590,1,Mule
acc021803,1,Mule
acc014849,1,Mule
acc017305,1,Mule
acc025711,1,Mule
acc032094,1,Mule
acc009317,1,Mule
acc042769,1,Mule
acc044978,1,Mule
acc034615,1,Mule
acc040064,1,Mule
acc017416,1,Mule
acc024655,1,Mule
acc018548,1,Mule
acc020364,1,Mule
acc028828,1,Mule
acc008829,1,Mule
acc010682,1,Mule
acc006004,1,Mule
acc013502,1,Mule
acc020631,1,Mule
acc012356,1,Mule
acc022740,1,Mule
acc017232,1,Mule
acc024227,1,Mule
acc028436,1,Mule
acc014103,1,Mule
acc027530,1,Mule
acc014241,1,Mule
acc040017,1,Mule
acc043290,1,Mule
acc037573,1,Mule
acc006689,1,Mule
acc022601,1,Mule
acc030366,1,Mule
acc031824,1,Mule
acc029714,1,Mule
acc001650,1,Mule
acc031758,1,Mule
acc039002,1,Mule
acc033981,1,Mule
acc010306,1,Mule
acc001098,1,Mule
acc035998,1,Mule
acc026984,1,Mule
acc036546,1,Mule
acc012680,1,Mule
acc013345,1,Mule
acc029423,1,Mule
acc000098,1,Mule
acc043377,1,Mule
acc002586,1,Mule
acc013000,1,Mule
acc007664,1,Mule
acc013658,1,Mule
acc044302,1,Mule
acc008604,1,Mule
acc017760,1,Mule
acc041711,1,Mule
acc039277,1,Mule
acc004331,1,Mule
acc016493,1,Mule
acc040633,1,Mule
acc042136,1,Mule
acc009222,1,Mule
acc035118,1,Mule
acc042842,1,Mule
acc042550,1,Mule
acc030348,1,Mule
acc034269,1,Mule
acc041508,1,Mule
acc001032,1,Mule
acc006407,1,Mule
acc037825,1,Mule
acc044274,1,Mule
acc006440,1,Mule
acc025639,1,Mule
acc011559,1,Mule
acc024395,1,Mule
acc011389,1,Mule
acc035693,1,Mule
acc006028,1,Mule
acc010976,1,Mule
acc004306,1,Mule
acc024799,1,Mule
acc012820,1,Mule
acc011606,1,Mule
acc034501,1,Mule
acc027173,1,Mule
acc004236,1,Mule
acc036720,1,Mule
acc019593,1,Mule
acc025069,1,Mule
acc007284,1,Mule
acc023485,1,Mule
acc034806,1,Mule
acc011406,1,Mule
acc030160,1,Mule
acc003508,1,Mule
acc001182,1,Mule
acc003444,1,Mule
acc024079,1,Mule
acc029194,1,Mule
acc007839,1,Mule
acc024601,1,Mule
acc027853,1,Mule
acc010429,1,Mule
acc011605,1,Mule
acc041062,1,Mule
acc039533,1,Mule
acc020161,1,Mule
acc029554,1,Mule
acc007517,1,Mule
acc035107,1,Mule
acc041394,1,Mule
acc036062,1,Mule
acc016600,1,Mule
acc027989,1,Mule
acc044257,1,Mule
acc041878,1,Mule
acc036821,1,Mule
acc008854,1,Mule
acc020854,1,Mule
acc028292,1,Mule
acc005700,1,Mule
acc008766,1,Mule
acc001546,1,Mule
acc009649,1,Mule
acc024975,1,Mule
acc027326,1,Mule
acc026188,1,Mule
acc011502,1,Mule
acc039355,1,Mule
acc012903,1,Mule
acc040654,1,Mule
acc017738,1,Mule
acc013160,1,Mule
acc021026,1,Mule
acc029707,1,Mule
acc014731,1,Mule
acc003558,1,Mule
acc011176,1,Mule
acc014098,1,Mule
acc011809,1,Mule
acc033142,1,Mule
acc021575,1,Mule
acc013403,1,Mule
acc016628,1,Mule
acc044574,1,Mule
acc027219,1,Mule
acc012845,1,Mule
acc002969,1,Mule
acc037442,1,Mule
acc029378,1,Mule
acc036258,1,Mule
acc026299,1,Mule
acc006469,1,Mule
acc010708,1,Mule
acc033365,1,Mule
acc032816,1,Mule
acc033513,1,Mule
acc031806,1,Mule
acc019185,1,Mule
acc018150,1,Mule
acc027874,1,Mule
acc031881,1,Mule
acc034438,1,Mule
acc003615,1,Mule
acc015711,1,Mule
acc028482,1,Mule
acc037431,1,Mule
acc021108,1,Mule
acc007299,1,Mule
acc044401,1,Mule
acc004979,1,Mule
acc028941,1,Mule
acc023552,1,Mule
acc015661,1,Mule
acc028886,1,Mule
acc021130,1,Mule
acc003641,1,Mule
acc002870,1,Mule
acc016072,1,Mule
acc022692,1,Mule
acc040067,1,Mule
acc035926,1,Mule
acc013822,1,Mule
acc038800,1,Mule
acc035297,1,Mule
acc029907,1,Mule
acc004425,1,Mule
acc030645,1,Mule
acc041756,1,Mule
acc001363,1,Mule
acc012551,1,Mule
acc014879,1,Mule
acc011716,1,Mule
acc001088,1,Mule
acc040912,1,Mule
acc007120,1,Mule
acc033289,1,Mule
acc005110,1,Mule
acc020002,1,Mule
acc022549,1,Mule
acc015182,1,Mule
acc023554,1,Mule
acc002795,1,Mule
acc007823,1,Mule
acc015382,1,Mule
acc033008,1,Mule
acc002752,1,Mule
acc030831,1,Mule
acc027805,1,Mule
acc013805,1,Mule
acc019984,1,Mule
acc028617,1,Mule
acc032539,1,Mule
acc019324,1,Mule
acc039493,1,Mule
acc024050,1,Mule
acc033817,1,Mule
acc015769,1,Mule
acc027277,1,Mule
acc017585,1,Mule
acc021291,1,Mule
acc030190,1,Mule
acc044769,1,Mule
acc017481,1,Mule
acc031222,1,Mule
acc007970,1,Mule
acc024167,1,Mule
acc042471,1,Mule
acc010957,1,Mule
acc005522,1,Mule
acc028966,1,Mule
acc009450,1,Mule
acc037170,1,Mule
acc007525,1,Mule
acc018436,1,Mule
acc018462,1,Mule
acc012874,1,Mule
acc012843,1,Mule
acc016383,1,Mule
acc030955,1,Mule
acc029954,1,Mule
acc011339,1,Mule
acc007869,1,Mule
acc007811,1,Mule
acc012521,1,Mule
acc038900,1,Mule
acc039276,1,Mule
acc002570,1,Mule
acc025028,1,Mule
